_c0,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,rank
2932,Grillroom Sabba,Amsterdam,[ 'Middle Eastern' ],2942.0,2.5,$,12.0,"[ [ 'This is a great place for Shoarma', 'Amsterdam Shawarma Classic since 30 years' ], [ '11/02/2017', '05/23/2017' ] ]",/Restaurant_Review-g188590-d6464568-Reviews-Grillroom_Sabba-Amsterdam_North_Holland_Province.html,d6464568,1
3239,Reggae Rita's,Amsterdam,"[ 'Caribbean', 'Jamaican' ]",,-1.0,$$ - $$$,,"[ [ 'A TRUE BLESSING FOR YOUR STOMACH' ], [ '01/10/2018' ] ]",/Restaurant_Review-g188590-d12291891-Reviews-Reggae_Rita_s-Amsterdam_North_Holland_Province.html,d12291891,1
3201,Maurya Indian Restaurant,Amsterdam,"[ 'Indian', 'Asian' ]",3212.0,2.0,$$$$,51.0,"[ [ 'Caution: expensive, poor quality, less qua...', 'Rip Off Central' ], [ '05/05/2017', '08/05/2015' ] ]",/Restaurant_Review-g188590-d696972-Reviews-Maurya_Indian_Restaurant-Amsterdam_North_Holland_Province.html,d696972,1
1747,Crepa-Crepa,Athens,[ 'Mediterranean' ],1749.0,2.5,$,2.0,"[ [ 'Order-in thumbs down' ], [ '10/08/2017' ] ]",/Restaurant_Review-g189400-d12118518-Reviews-Crepa_Crepa-Athens_Attica.html,d12118518,1
1749,Seirines,Athens,"[ 'Greek', 'Mediterranean' ]",1751.0,2.0,$$ - $$$,75.0,"[ [ 'Quick lunch', 'We enjoyed the Retsina' ], [ '07/10/2017', '10/21/2017' ] ]",/Restaurant_Review-g189400-d3708996-Reviews-Seirines-Athens_Attica.html,d3708996,1
1700,El Greco,Athens,[ 'Greek' ],1702.0,2.0,$$$$,27.0,"[ [ 'Lovely food with very friendly service', 'Near the acropolis and a lovely place' ], [ '10/16/2017', '10/02/2017' ] ]",/Restaurant_Review-g189400-d3862721-Reviews-El_Greco-Athens_Attica.html,d3862721,1
7783,La Petite Champagnerie,Barcelona,"[ 'International', 'Spanish' ]",,-1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g187497-d13173275-Reviews-La_Petite_Champagnerie-Barcelona_Catalonia.html,d13173275,1
7784,Les Dues Sicilies Rec Comtal,Barcelona,[ 'Italian' ],,-1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g187497-d13199631-Reviews-Les_Dues_Sicilies_Rec_Comtal-Barcelona_Catalonia.html,d13199631,1
7773,White Shisha Lounge,Barcelona,[ 'Delicatessen' ],7787.0,1.0,$$$$,,"[ [ 'Tourist extortion avoid' ], [ '11/26/2017' ] ]",/Restaurant_Review-g187497-d12457377-Reviews-White_Shisha_Lounge-Barcelona_Catalonia.html,d12457377,1
6362,Cafe MokannTi,Berlin,"[ 'German', 'African' ]",,-1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g187323-d12249169-Reviews-Cafe_MokannTi-Berlin.html,d12249169,1
6246,ferris gastronomie,Berlin,"[ 'Italian', 'Pizza', 'European' ]",6248.0,2.0,$$ - $$$,98.0,"[ [ 'Just not the dame', 'Avoid this Place at all costs' ], [ '12/01/2017', '09/18/2017' ] ]",/Restaurant_Review-g187323-d3225042-Reviews-Ferris_gastronomie-Berlin.html,d3225042,1
608,borchardt,Berlin,"[ 'French', 'German', 'Austrian', 'European', 'Central European', 'Vegetarian Friendly' ]",609.0,3.5,$$$$,1399.0,"[ [ 'Very good schnitzel', 'Dinner' ], [ '01/03/2018', '12/30/2017' ] ]",/Restaurant_Review-g187323-d692568-Reviews-Borchardt-Berlin.html,d692568,1
884,Crepes Kiss Palacinky,Bratislava,[ 'French' ],886.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274924-d8660552-Reviews-Crepes_Kiss_Palacinky-Bratislava_Bratislava_Region.html,d8660552,1
843,Jimmy's,Bratislava,"[ 'European', 'Eastern European' ]",844.0,2.0,$$ - $$$,187.0,"[ [ 'There is better places in Bratislava than...', 'Good location but bad service' ], [ '07/18/2017', '07/12/2017' ] ]",/Restaurant_Review-g274924-d2282552-Reviews-Jimmy_s-Bratislava_Bratislava_Region.html,d2282552,1
29,UFO,Bratislava,"[ 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",30.0,4.0,$$$$,793.0,"[ [ 'Great views and drink selection', 'Very good view' ], [ '02/20/2018', '02/14/2018' ] ]",/Restaurant_Review-g274924-d697355-Reviews-UFO-Bratislava_Bratislava_Region.html,d697355,1
2985,O'tacos,Brussels,[ 'Mexican' ],2986.0,1.5,$,18.0,"[ [ 'Never expect worse', 'Ow lord they did that taco wrong' ], [ '02/04/2018', '01/17/2018' ] ]",/Restaurant_Review-g188644-d12770536-Reviews-O_tacos-Brussels.html,d12770536,1
3009,Belga & Co,Brussels,[ 'European' ],,-1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g188644-d13531979-Reviews-Belga_Co-Brussels.html,d13531979,1
3000,la homarderie,Brussels,"[ 'Belgian', 'European' ]",2999.0,1.0,$$$$,2.0,"[ [  ], [  ] ]",/Restaurant_Review-g188644-d1117565-Reviews-La_homarderie-Brussels.html,d1117565,1
2429,Club9 Restaurant and Drink Bar,Budapest,"[ 'American', 'International', 'European', 'Hungarian' ]",2434.0,1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274887-d10733899-Reviews-Club9_Restaurant_and_Drink_Bar-Budapest_Central_Hungary.html,d10733899,1
2423,Anzo Menza,Budapest,"[ 'European', 'Hungarian' ]",2424.0,1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g274887-d8819098-Reviews-Anzo_Menza-Budapest_Central_Hungary.html,d8819098,1
2416,Barba Pizza & Kitchen,Budapest,"[ 'Italian', 'European', 'Hungarian' ]",2417.0,1.5,$$$$,2.0,"[ [ 'Pizza and dessert delivered', 'Good Pizza but delivery is a DISASTER' ], [ '12/30/2017', '12/19/2017' ] ]",/Restaurant_Review-g274887-d13112130-Reviews-Barba_Pizza_Kitchen-Budapest_Central_Hungary.html,d13112130,1
1946,Dan Dan Restaurant,Copenhagen,"[ 'Chinese', 'Asian', 'Japanese', 'Sushi' ]",1951.0,1.5,$,26.0,"[ [ 'Health hazard!', 'Just nope' ], [ '12/11/2015', '11/23/2015' ] ]",/Restaurant_Review-g189541-d6825591-Reviews-Dan_Dan_Restaurant-Copenhagen_Zealand.html,d6825591,1
1959,Star Midnight Kebab-Grill,Copenhagen,"[ 'Grill', 'Middle Eastern' ]",1964.0,1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g189541-d805474-Reviews-Star_Midnight_Kebab_Grill-Copenhagen_Zealand.html,d805474,1
1964,Karma Sushi Kodbyen,Copenhagen,"[ 'Japanese', 'Sushi' ]",,-1.0,$$$$,,"[ [ 'Nice atmosphere and friendly staff' ], [ '01/08/2018' ] ]",/Restaurant_Review-g189541-d12908220-Reviews-Karma_Sushi_Kodbyen-Copenhagen_Zealand.html,d12908220,1
1916,The Cafe at Debenhams,Dublin,"[ 'Cafe', 'British' ]",1922.0,2.0,$,14.0,"[ [ 'Patisserie Valerie-a huge disappointment', 'disappointing' ], [ '10/02/2017', '09/01/2017' ] ]",/Restaurant_Review-g186605-d10300492-Reviews-The_Cafe_at_Debenhams-Dublin_County_Dublin.html,d10300492,1
1951,Cusack's Restaurant,Dublin,[ 'Contemporary' ],1959.0,1.0,$$ - $$$,,"[ [ 'Horrendous' ], [ '04/13/2008' ] ]",/Restaurant_Review-g186605-d1314212-Reviews-Cusack_s_Restaurant-Dublin_County_Dublin.html,d1314212,1
1417,The Garden Room,Dublin,"[ 'Irish', 'European' ]",1421.0,3.5,$$$$,12.0,"[ [ 'Disappointed', 'Lovely setting but...other elements not qu...' ], [ '12/16/2017', '12/10/2017' ] ]",/Restaurant_Review-g186605-d12874493-Reviews-The_Garden_Room-Dublin_County_Dublin.html,d12874493,1
1745,Burger King - Fort Kinnaird,Edinburgh,[ 'Fast Food' ],1753.0,1.5,$,17.0,"[ [ 'Unbelievable', 'Drive thro service shocking' ], [ '10/21/2017', '10/12/2017' ] ]",/Restaurant_Review-g186525-d7994873-Reviews-Burger_King_Fort_Kinnaird-Edinburgh_Scotland.html,d7994873,1
1756,The Pizza King,Edinburgh,"[ 'American', 'Italian', 'Pizza' ]",1764.0,1.0,$$ - $$$,,"[ [ 'Oh dear.' ], [ '12/04/2015' ] ]",/Restaurant_Review-g186525-d5816356-Reviews-The_Pizza_King-Edinburgh_Scotland.html,d5816356,1
1478,Barburrito,Edinburgh,[ 'Mexican' ],1481.0,3.5,$$$$,14.0,"[ [ 'Evening quick snack supper', 'Mediocre at Best' ], [ '08/17/2017', '07/26/2017' ] ]",/Restaurant_Review-g186525-d11978531-Reviews-Barburrito-Edinburgh_Scotland.html,d11978531,1
1369,Nyaree Restaurant,Geneva,[ 'Thai' ],1376.0,2.5,$,14.0,"[ [ 'HORRIBLE!!! Terrible!!!', 'Good solution for eating in' ], [ '12/22/2017', '04/25/2016' ] ]",/Restaurant_Review-g188057-d6749625-Reviews-Nyaree_Restaurant-Geneva.html,d6749625,1
1391,Domino's Pizza,Geneva,[ 'Pizza' ],1398.0,2.0,$$ - $$$,12.0,"[ [ 'Fairly not as good as expected...' ], [ '05/25/2017' ] ]",/Restaurant_Review-g188057-d810437-Reviews-Domino_s_Pizza-Geneva.html,d810437,1
1226,GTR,Geneva,"[ 'Italian', 'French', 'Barbecue' ]",1232.0,3.0,$$$$,9.0,"[ [ 'Delicious' ], [ '10/20/2016' ] ]",/Restaurant_Review-g188057-d10820981-Reviews-GTR-Geneva.html,d10820981,1
